InNum,ProQANumber,CallDateTime,Timestamp,Address,AptLot,lng,lat,GridLoc,Disp,PDids,ExtNatureDisplayName,Report,PolArea,DOW,HourNum
2015140528,P40971,8/6/15 18:51,1438905072,1412 WESTWIND DR-CO,A,-92.38534,38.97163,28044A,2,200,DISTURBANCE,,10W,Thursday,18
2015140523,,8/6/15 18:50,1438905006,711 BUSINESS LOOP 70 E-CO,,-92.32797,38.96463,28014Q,2,200,911 CHECKS,,20E,Thursday,18
2015140537,,8/6/15 18:38,1438904317,206 LOCH LN-CO,,-92.37344,38.95198,28151A,2,200,OTHER OFFENSE,,50W,Thursday,18
2015140514,P40967,8/6/15 18:36,1438904175,800 BLK BROADWAY E-CO,,-92.3281,38.9516,28124R,2,200,PEACE DISTURBANCE,,70D,Thursday,18
2015140499,,8/6/15 18:20,1438903251,507 KENTUCKY BLVD-CO,,-92.33192,38.93978,28134C,2,200,911 CHECKS,,70,Thursday,18
2015140502,P40964,8/6/15 18:14,1438902872,3805 PROVIDENCE RD S-CO,,-92.33595,38.90901,28254A,2,200,SUSPICIOUS VEHICLE,,60E,Thursday,18
2015140508,,8/6/15 18:06,1438902402,5400 BLK VOLUNTEER DR-CO,,-92.255,38.9503,29104B,2,200,911 CHECKS,,80N,Thursday,18
2015140490,P40962,8/6/15 18:05,1438902301,220 BUSINESS LOOP 70 E-CO,A,-92.33437,38.96431,28013S,2,200,TRESPASSING,,20E,Thursday,18
2015140486,,8/6/15 18:03,1438902239,400 PROVIDENCE RD N-CO,,-92.33356,38.95633,28124P,2,200,FOOT PATROL,,20EP,Thursday,18
2015140484,P40961,8/6/15 18:00,1438902052,2103 WINDSTONE DR-CO,,-92.30795,38.90358,29312A,12,200,LAW ALARM,,60E,Thursday,18
2015140476,,8/6/15 17:54,1438901681,2112 SARATOGA DR-CO,,-92.30751,38.90944,29304A,2,200,PARKING VIOLATION,,60E,Thursday,17
2015140474,,8/6/15 17:53,1438901585,STADIUM BLVD N-CO/ASH ST W-CO,,-92.3714,38.9576,28104A,2,200,TRAFFIC STOP,,50E,Thursday,17
2015140462,,8/6/15 17:23,1438899788,33 NINTH ST N-CO,,-92.32772,38.95243,28124Q,2,200,DISTURBANCE,,70D,Thursday,17
2015140471,P40956,8/6/15 17:23,1438899787,307 WORLEY ST W-CO,,-92.34309,38.95868,28121P,1,200,BURGLARY,2015-008694,20W,Thursday,17
2015140452,P40954,8/6/15 17:04,1438898646,2104 CLEMENS DR-CO,,-92.30553,38.99745,24304A,13,200,LAW ALARM,,30N,Thursday,17
2015140450,,8/6/15 17:02,1438898576,400 PROVIDENCE RD N-CO,,-92.33356,38.95633,28124P,2,200,FOOT PATROL,,20EP,Thursday,17
2015140448,,8/6/15 16:52,1438897926,400 BLK VANDIVER DR-CO,,-92.3317,38.9717,28012A,2,200,911 CHECKS,,10E,Thursday,16
2015140455,,8/6/15 16:49,1438897762,WEST BRIARWOOD LN-CO/WEST ROCKCREEK DR-CO,,-92.3704,38.9488,28152A,2,200,ABANDONED VEHICLE,,50E,Thursday,16
2015140501,P40951,8/6/15 16:44,1438897449,201 CONLEY RD-CO,A,-92.29662,38.95327,29083A,2,200,TRESPASSING,,80N,Thursday,16
2015140667,P40950,8/6/15 16:36,1438896979,2904 RANGE LINE ST-CO,10,-92.32516,38.98108,23364A,2,200,PEACE DISTURBANCE,,30S,Thursday,16
2015140435,,8/6/15 16:35,1438896948,301 NEBRASKA AV-CO,,-92.33325,38.96668,28014Q,10,200,TRAFFIC STOP,,20E,Thursday,16
2015140436,P40949,8/6/15 16:34,1438896899,2401 THORNBERRY DR-CO,,-92.30189,38.99407,24293A,3,200,SUSPICIOUS VEHICLE,,30N,Thursday,16
2015140429,,8/6/15 16:29,1438896583,3212 CLARK LN-CO,,-92.28906,38.96334,29082A,2,200,CHECK SUBJECT,,40W,Thursday,16
2015140419,,8/6/15 16:05,1438895106,3500 BLK NORFLEET DR-CO,,0,0,29303A,2,200,911 CHECKS,,60E,Thursday,16
2015140483,P40945,8/6/15 15:58,1438894722,4804 RICE RD-CO,,0,0,29031A,2,200,HARASSMENT,,40E,Thursday,15
2015140415,P40946,8/6/15 15:58,1438894717,GARTH AV N-CO/BUSINESS LOOP 70 E-CO,,-92.3386,38.9652,28013R,2,200,DWI,,10E,Thursday,15
2015140407,,8/6/15 15:57,1438894634,415 LOCUST ST-CO,A,-92.33219,38.94972,28132P,2,200,CIVIL MATTER,,70,Thursday,15
2015140449,P40944,8/6/15 15:55,1438894531,4 BUSINESS LOOP 70 E-CO,,-92.338,38.96488,28013S,1,200,LARCENY,2015-008693,20E,Thursday,15
2015140492,P40943,8/6/15 15:47,1438894076,111 PROVIDENCE RD S-CO,,-92.33567,38.95016,28123S,2,200,LARCENY,,50E,Thursday,15
2015140388,,8/6/15 15:45,1438893949,1412 RANGE LINE ST-CO,,-92.32394,38.96612,28014Q,2,200,TRAFFIC STOP,,30S,Thursday,15
2015140393,,8/6/15 15:43,1438893783,300 BLK STADIUM BLVD N-CO,,-92.3713,38.9594,28104A,2,200,911 CHECKS,,50E,Thursday,15
2015140392,,8/6/15 15:41,1438893705,200 BLK BUSINESS LOOP 70 E-CO,,-92.3345,38.9647,28013S,2,200,911 CHECKS,,20E,Thursday,15
2015140391,,8/6/15 15:39,1438893541,3514 I70 DR SOUTHEAST-CO,102,-92.28397,38.96053,29082A,2,200,911 CHECKS,,80N,Thursday,15
2015140390,,8/6/15 15:24,1438892651,3700 BLK BROADWAY W-CO,,-92.3907,38.9557,28161A,2,200,911 CHECKS,,50W,Thursday,15
2015140389,,8/6/15 15:19,1438892386,700 BLK RIDGEWAY AV-CO,,-92.3475,38.9612,28112Q,2,200,911 CHECKS,,20W,Thursday,15
2015140364,,8/6/15 15:16,1438892161,PARIS RD-CO/WHITE GATE DR-CO,,-92.3074,38.9681,29064A,2,200,CHECK SUBJECT,,40W,Thursday,15
2015140366,,8/6/15 15:13,1438892020,5700 PEABODY RD-CO,A,-92.25469,39.01307,24212A,5,200,SUSPICIOUS INCIDENT,2015-008690,30N,Thursday,15
2015140387,,8/6/15 15:11,1438891895,1300 BLK HUNT CT-CO,,-92.3582,38.9617,28111A,2,200,911 CHECKS,,20W,Thursday,15
2015140440,P40940,8/6/15 15:03,1438891402,1282 I70 E-CO,,-92.3058,38.9664,29064U,9,200,TRAFFIC HAZARD,,40W,Thursday,15
2015140383,,8/6/15 15:03,1438891387,600 BLK PROVIDENCE RD S-CO,,-92.3346,38.9445,28132R,2,200,911 CHECKS,,60E,Thursday,15
2015140360,P40939,8/6/15 15:00,1438891242,1 SEVENTH ST S-CO,1,-92.32997,38.95138,28124R,2,200,DISTURBANCE,,70D,Thursday,15
2015140361,P40938,8/6/15 14:55,1438890917,2707 QUAIL DR-CO,11,-92.2963,38.96946,29053A,2,200,CHECK THE WELFARE,,40W,Thursday,14
2015140377,P40936,8/6/15 14:45,1438890332,200 NEBRASKA AV-CO,,-92.33476,38.96619,28013S,9,200,ACCIDENT,,20E,Thursday,14
2015140503,P40935,8/6/15 14:43,1438890194,201 BROADWAY W-CO,,-92.3402,38.9525,28123R,2,200,LARCENY,,50E,Thursday,14
2015140385,P40934,8/6/15 14:42,1438890164,407 ANN ST N-CO,B,-92.31467,38.9562,29073Q,2,200,ABANDONED VEHICLE,,70,Thursday,14
2015140663,P40933,8/6/15 14:37,1438889851,1606 KITTY HAWK DR-CO,1,-92.31455,38.976,29061Q,2,200,VANDALISM,,30S,Thursday,14
2015140342,P40932,8/6/15 14:34,1438889653,201 TEXAS AV E-CO,,-92.33521,38.97044,28013Q,3,200,FRAUD,,10E,Thursday,14
2015140339,P40931,8/6/15 14:33,1438889611,25 NINTH ST N-CO,,-92.32774,38.95234,28124Q,2,200,MISCHIEF,,70D,Thursday,14
2015140354,P40930,8/6/15 14:28,1438889339,NIFONG BLVD E-CO/PROVIDENCE RD S-CO,,-92.3349,38.9102,28254A,2,200,ACCIDENT,,60E,Thursday,14
2015140402,,8/6/15 14:23,1438888993,600 WALNUT ST E-CO,,-92.33047,38.95248,28124R,2,200,ASSIST CITIZEN,,70D,Thursday,14
2015140409,P40927,8/6/15 14:22,1438888955,26 BUSINESS LOOP 70 E-CO,,-92.33668,38.96458,28013S,2,200,PEACE DISTURBANCE,,20E,Thursday,14
2015140345,P40926,8/6/15 14:19,1438888781,200 BLK HITT ST-CO,,-92.3256,38.949,28132Q,2,200,PEACE DISTURBANCE,,70,Thursday,14
2015140401,,8/6/15 14:17,1438888675,600 WALNUT ST E-CO,,-92.33047,38.95248,28124R,2,200,ASSIST CITIZEN,,70D,Thursday,14
2015140324,,8/6/15 13:54,1438887281,3206 CLARK LN-CO,,-92.28991,38.96324,29082A,2,200,ASSIST FIRE,,40W,Thursday,13
2015140649,P40924,8/6/15 13:52,1438887159,2962 NORTHLAND DR-CO,,-92.32269,38.98023,24313A,2,200,FRAUD,,30S,Thursday,13
2015140410,P40923,8/6/15 13:40,1438886429,1407 BODIE DR-CO,,-92.31821,39.00601,24301B,2,200,HARASSMENT,,30N,Thursday,13
2015140325,M78532,8/6/15 13:33,1438886033,1942 JACKSON ST-CO,,-92.3496,38.97312,28024A,2,200,ASSIST FIRE,,10E,Thursday,13
2015140305,P40922,8/6/15 13:24,1438885485,3016 ALPINE DR-CO,,-92.28646,38.98196,24324A,2,200,DISTURBANCE,,40W,Thursday,13
2015140308,,8/6/15 13:20,1438885230,1527 ROLLING ROCK DR-CO,,-92.31809,38.92044,29301A,2,200,HARASSMENT,,80S,Thursday,13
2015140296,,8/6/15 13:16,1438884986,400 PROVIDENCE RD N-CO,,-92.33356,38.95633,28124P,2,200,FOOT PATROL,,20EP,Thursday,13
2015140302,,8/6/15 13:16,1438884978,804 PARK AV-CO,,0,0,28124Q,2,200,TRAFFIC HAZARD,,20E,Thursday,13
2015140295,,8/6/15 13:11,1438884687,1900 I70 DR SOUTHWEST-CO,,-92.36725,38.96622,28102A,2,200,911 CHECKS,,10W,Thursday,13
2015140294,,8/6/15 13:03,1438884183,4303 JEANA CT-CO,,-92.40061,38.93275,28204A,2,200,911 CHECKS,,50W,Thursday,13
2015140283,P40921,8/6/15 12:55,1438883704,5700 ST CHARLES RD E-CO,,-92.2507,38.96277,29034B,2,200,TRESPASSING,,40E,Thursday,12
2015140276,,8/6/15 12:53,1438883586,902 JEFFERSON ST-CO,,-92.34309,38.96198,28121P,2,200,911 CHECKS,,20W,Thursday,12
2015140277,P40920,8/6/15 12:50,1438883451,3401 BUTTONWOOD DR-CO,,-92.33377,38.91306,28254A,2,200,LAW ALARM,,60E,Thursday,12
2015140274,,8/6/15 12:50,1438883401,500 BLK PARK AV-CO,,-92.3311,38.9546,28124P,2,200,FOOT PATROL,,20E,Thursday,12
2015140293,,8/6/15 12:46,1438883194,601 ADENS WOODS CT-CO,,-92.26231,38.95661,29101A,2,200,HARASSMENT,,80N,Thursday,12
2015140289,P40919,8/6/15 12:45,1438883138,1206 WORLEY ST W-CO,,-92.35644,38.95951,28113P,2,200,TRESPASSING,,20W,Thursday,12
2015140337,P40918,8/6/15 12:36,1438882577,805 MOUNT VERNON AV-CO,,-92.31573,38.95949,29071Q,2,200,TRAFFIC HAZARD,,70,Thursday,12
2015140315,P40917,8/6/15 12:35,1438882502,1602 ALASKA CT-CO,,-92.31389,38.98126,24313A,2,200,KEEP THE PEACE,,30S,Thursday,12
2015140282,,8/6/15 12:28,1438882085,GARY ST-CO/CLINKSCALES RD-CO,,-92.3622,38.9549,28104A,2,200,TRAFFIC OBSERVATION,,50E,Thursday,12
2015140292,P40915,8/6/15 12:26,1438881965,801 BROADWAY E-CO,,-92.32821,38.95178,28124R,7,200,PARKING VIOLATION,,70D,Thursday,12
2015140258,M78530,8/6/15 12:21,1438881719,1001 BOURN AV-CO,,-92.37363,38.94329,28153A,2,200,ASSIST FIRE,,50W,Thursday,12
2015140301,,8/6/15 12:01,1438880460,HIGHWAY 63 S NB-CO/DISCOVERY PKWY-CO,,-92.2806,38.8982,29331B,2,200,LITTERING,,80S,Thursday,12
2015140247,,8/6/15 12:00,1438880421,400 PROVIDENCE RD N-CO,,-92.33356,38.95633,28124P,2,200,FOOT PATROL,,20EP,Thursday,12
2015140347,P40912,8/6/15 12:00,1438880408,510 HIGH ST-CO,,-92.31514,38.9453,29181P,2,200,PARKING VIOLATION,,70,Thursday,12
2015140249,,8/6/15 11:56,1438880176,3230 ROCK QUARRY RD-CO,,-92.31302,38.91454,29301A,1,200,ACCIDENT,2015-008686,80S,Thursday,11
2015140271,P40911,8/6/15 11:54,1438880086,405 NIFONG BLVD E-CO,,-92.33361,38.91205,28254A,2,200,ACCIDENT,,60E,Thursday,11
2015140399,P40910,8/6/15 11:45,1438879525,1800 BLK CLIFF DR-CO,,-92.310031,38.946881,29182A,2,200,ABANDONED VEHICLE,,70,Thursday,11
2015140309,P40908,8/6/15 11:33,1438878829,200 BLK ASH ST E-CO,,-92.3347,38.9537,28123Q,1,200,VANDALISM,2015-008689,50E,Thursday,11
2015140374,P40907,8/6/15 11:30,1438878627,3502 WESTWIND DR-CO,,-92.3873,38.97173,28044A,2,200,KEEP THE PEACE,,10W,Thursday,11
2015140263,,8/6/15 11:27,1438878445,2300 BERNADETTE DR-CO,100,-92.37333,38.96356,28101A,2,200,ASSIST OFFICER,,10W,Thursday,11
2015140311,P40906,8/6/15 11:22,1438878155,101 GREEN MEADOWS RD E-CO,,-92.33811,38.91723,28251A,2,200,VANDALISM,,60E,Thursday,11
2015140234,,8/6/15 11:21,1438878084,33 BROADWAY E-CO,200,-92.33794,38.95179,28123S,2,200,911 CHECKS,,50E,Thursday,11
2015140228,,8/6/15 11:05,1438877102,ROUTE K S-BC/SOUTHBROOK CT E-BC,,-92.3416,38.8862,33011B,7,200,TRAFFIC STOP,,112,Thursday,11
2015140230,P40905,8/6/15 11:01,1438876887,805 KEENE ST N-CO,,-92.29112,38.9588,29082A,1,200,LARCENY MV,2015-008685,80N,Thursday,11
2015140218,,8/6/15 10:44,1438875864,3601 BROADWAY W-CO,302,-92.39098,38.95807,28161A,2,200,911 CHECKS,,50W,Thursday,10
2015140214,,8/6/15 10:43,1438875814,1502 FIR PL-CO,,-92.32311,38.96645,29063Q,1,200,CHECK SUBJECT,2015-008679,30S,Thursday,10
2015140464,P40903,8/6/15 10:42,1438875772,109 STADIUM BLVD N-CO,12,-92.37281,38.95664,28104A,2,200,CHECK THE WELFARE,,50E,Thursday,10
2015140220,P40902,8/6/15 10:40,1438875623,1411 WILKES BLVD-CO,D,-92.31811,38.95957,29071P,2,200,KEEP THE PEACE,,70,Thursday,10
2015140239,,8/6/15 10:39,1438875585,3001 PROVIDENCE RD S-CO,,-92.33776,38.91874,28252A,2,200,ASSIST CITIZEN,,60E,Thursday,10
2015140211,,8/6/15 10:27,1438874864,5700 FREEDOM DR-CO,,-92.2507,38.96093,29102B,2,200,911 CHECKS,,40E,Thursday,10
2015140221,P40901,8/6/15 10:26,1438874811,720 BROADWAY E-CO,,-92.32905,38.9513,28124R,1,200,AUTO THEFT,2015-008682,70D,Thursday,10
2015140235,P40900,8/6/15 10:15,1438874102,3516 FORUM BLVD-CO,,-92.35357,38.91357,28263A,1,200,VANDALISM,2015-008684,60W,Thursday,10
2015140201,,8/6/15 10:13,1438874033,CITY,,-92.3305,38.9525,A,1,200,INVESTIGATION,2015-008678,,Thursday,10
2015140443,P40899,8/6/15 10:13,1438874011,10 HEATHER LN S-CO,,-92.37593,38.95345,28151A,2,200,ABANDONED VEHICLE,,50W,Thursday,10
2015140200,M78523,8/6/15 10:07,1438873678,3206 CLARK LN-CO,,-92.28991,38.96324,29082A,2,200,ASSIST MEDICS,,40W,Thursday,10
2015140195,,8/6/15 9:58,1438873101,794 STEWART RD W-CO,,0,0,28142P,2,200,911 CHECKS,,50E,Thursday,9
2015140194,,8/6/15 9:57,1438873054,201 TEXAS AV E-CO,136,-92.33521,38.97044,28013Q,2,200,CHECK SUBJECT,,10E,Thursday,9
2015140208,P40896,8/6/15 9:54,1438872841,RANGE LINE ST-CO/BLUE RIDGE RD-CO,,-92.3261,38.9828,23364A,2,200,ACCIDENT,,30S,Thursday,9
2015140206,P40895,8/6/15 9:50,1438872626,1509 WALNUT ST E-CO,,-92.31785,38.95264,29073S,1,200,LARCENY,2015-008680,70,Thursday,9
2015140187,P40893,8/6/15 9:43,1438872225,415 CONLEY RD-CO,13,-92.29669,38.95495,29083A,1,200,FRAUD,2015-008681,80N,Thursday,9
2015140190,P40892,8/6/15 9:40,1438872020,1500 VANDIVER DR-CO,110,-92.31592,38.97022,29061Q,5,200,SUSPICIOUS INCIDENT,,30S,Thursday,9
2015140193,,8/6/15 9:39,1438871957,600 WALNUT ST E-CO,,-92.33047,38.95248,28124R,2,200,ASSIST CITIZEN,,70D,Thursday,9
2015140182,P40891,8/6/15 9:34,1438871689,3408 SNOW LEOPARD DR-CO,,-92.34476,38.98581,23354A,3,200,LAW ALARM,,10E,Thursday,9
2015140213,P40889,8/6/15 9:27,1438871268,501 NIFONG BLVD E-CO,,-92.33264,38.91055,28254A,7,200,PARKING VIOLATION,,60E,Thursday,9
2015140178,,8/6/15 9:27,1438871234,VANDIVER DR-CO/RANGE LINE ST-CO,,-92.3257,38.971,28012A,2,200,STALLED VEHICLE,,10E,Thursday,9
2015140179,,8/6/15 9:22,1438870976,1 RAY YOUNG DR-CO,,-92.29964,38.93014,29201A,2,200,911 CHECKS,,80S,Thursday,9
2015140176,M78521,8/6/15 9:19,1438870791,3420 CLARK LN-CO,,-92.28626,38.96355,29082A,2,200,OVERDOSE,,40W,Thursday,9
2015140167,,8/6/15 9:10,1438870242,307 LOCUST ST-CO,,-92.33338,38.94977,28132P,2,200,CHECK BUILDING,,70,Thursday,9
2015140192,P40887,8/6/15 9:07,1438870060,2701 FORUM BLVD-CO,,-92.36576,38.92324,28272A,2,200,SUSPICIOUS PERSON,,60WP,Thursday,9
2015140168,P40886,8/6/15 8:59,1438869592,312 RIDGEWAY AV-CO,,-92.34728,38.95724,28114P,1,200,ASSIST OTHER AGENCY,2015-008683,20W,Thursday,8
2015140158,,8/6/15 8:58,1438869483,126 TENTH ST N-CO,,-92.32624,38.95339,28124Q,2,200,CHECK OPEN BUSINESS,,70D,Thursday,8
2015140164,,8/6/15 8:50,1438869029,1701 OXFORD DR-CO,A,-92.36495,38.94077,28154A,2,200,911 CHECKS,,50E,Thursday,8
2015140154,,8/6/15 8:41,1438868506,4410 BROWN STATION RD-CO,9,-92.28679,38.99627,24294A,2,200,911 CHECKS,,30N,Thursday,8
2015140147,,8/6/15 8:29,1438867776,1225 FELLOWS PL-CO,,-92.32524,38.93411,29191A,2,200,911 CHECKS,,80S,Thursday,8
2015140153,P40883,8/6/15 8:22,1438867338,3850 RANGE LINE ST-CO,,-92.32397,38.9891,23362A,2,200,SUSPICIOUS INCIDENT,,30S,Thursday,8
2015140143,P40882,8/6/15 8:21,1438867271,23 EIGHTH ST S-CO,,-92.32881,38.95091,28124R,2,200,PEACE DISTURBANCE,,70D,Thursday,8
2015140139,,8/6/15 8:20,1438867235,212 NEBRASKA AV-CO,,-92.33413,38.96588,28013S,2,200,CHECK OPEN BUSINESS,,20E,Thursday,8
2015140348,P40881,8/6/15 8:15,1438866901,40 MKT TRAIL-CO,,0,0,28131S,2,200,RECOVER PROPERTY,,60EP,Thursday,8
2015140132,,8/6/15 8:06,1438866393,PANORAMA LN-CO/ALPINE RIDGE DR-CO,,-92.3346,39.0037,23252B,2,200,ASSIST CITIZEN,,10E,Thursday,8
2015140141,P40879,8/6/15 8:02,1438866173,FAIRVIEW RD N-CO/BROADWAY W-CO,,-92.3807,38.9547,28103A,2,200,ACCIDENT,,50E,Thursday,8
2015140136,P40880,8/6/15 8:02,1438866171,800 PROVIDENCE RD N-CO,200,-92.3337,38.96053,28122P,1,200,VANDALISM,2015-008676,20E,Thursday,8
2015140131,,8/6/15 7:53,1438865637,2901 PARK DE VILLE PL-CO,,-92.38274,38.96135,28094A,2,200,911 CHECKS,,50W,Thursday,7
2015140127,P40877,8/6/15 7:52,1438865546,1608 PROVIDENCE RD N-CO,A,-92.33315,38.96995,28014P,2,200,DISTURBANCE,,10E,Thursday,7
2015140117,,8/6/15 7:45,1438865116,1300 BASS AV-CO,,-92.321812,38.949028,29181P,7,200,PARKING VIOLATION,,70,Thursday,7
2015140118,M78515,8/6/15 7:43,1438864985,HIGHWAY 763 N-CO/BROWN SCHOOL RD E-CO,,-92.3235,39.0008,23254B,2,200,CHECK SUBJECT,,30N,Thursday,7
2015140133,P40873,8/6/15 7:42,1438864945,HIGHWAY 63 S NB-CO/GRINDSTONE PKWY-CO,,-92.2935,38.9129,29294A,2,200,TRAFFIC,,80S,Thursday,7
2015140114,,8/6/15 7:42,1438864930,1412 RANGE LINE ST-CO,,-92.32394,38.96612,28014Q,2,200,CHECK OPEN BUSINESS,,30S,Thursday,7
2015140134,P40874,8/6/15 7:41,1438864915,4200 BLK PONDEROSA ST S-CO,,0,0,29322B,1,200,LARCENY,2015-008677,80S,Thursday,7
2015140142,P40872,8/6/15 7:41,1438864875,1100 WALNUT ST E-CO,2,-92.32503,38.95241,29073R,7,200,PARKING VIOLATION,,70D,Thursday,7
2015140108,P40871,8/6/15 7:33,1438864429,1400 FORUM BLVD-CO,19C,-92.35832,38.93485,28231A,3,200,LAW ALARM,,50W,Thursday,7
2015140121,,8/6/15 7:15,1438863341,NINTH ST S-CO/ELM ST-CO,,-92.3276,38.9485,28132Q,9,200,RECOVER PROPERTY,,70D,Thursday,7
2015140099,,8/6/15 7:15,1438863325,709 HUNTRIDGE DR-CO,,-92.33066,38.91875,28252A,7,200,PARKING VIOLATION,,60E,Thursday,7
2015140115,P40866,8/6/15 6:46,1438861592,311 MAPLEWOOD DR-CO,,-92.36204,38.94917,28141A,1,200,VANDALISM,2015-008674,50E,Thursday,6
2015140093,P40865,8/6/15 6:37,1438861039,5400 PARIS RD-CO,,-92.27117,39.00898,24281A,7,200,TRAFFIC HAZARD,,30N,Thursday,6
2015140089,P40859,8/6/15 5:18,1438856311,1717 PROVIDENCE RD N-CO,,-92.33429,38.97153,28013Q,2,200,SUSPICIOUS PERSON,,10E,Thursday,5
2015140079,P40857,8/6/15 4:57,1438855036,1406 FORUM BLVD-CO,101,-92.35981,38.93694,28231A,12,200,LAW ALARM,,50W,Thursday,4
2015140081,M78513,8/6/15 4:57,1438855026,1102 LOCUST ST-CO,,-92.32605,38.94924,29181Q,2,200,ASSIST MEDICS,,70,Thursday,4
2015140075,P40856,8/6/15 4:31,1438853501,126 PROVIDENCE RD S-CO,,-92.33378,38.94991,28124R,2,200,SUSPICIOUS PERSON,,50E,Thursday,4
2015140076,P40855,8/6/15 4:26,1438853206,1221 WALNUT ST E-CO,,-92.32238,38.95345,29073R,2,200,SUSPICIOUS INCIDENT,,70,Thursday,4
2015140071,,8/6/15 4:14,1438852476,3200 ROCK QUARRY RD-CO,,-92.31201,38.91512,29301A,2,200,CHECK BUILDING,,80S,Thursday,4
2015140067,,8/6/15 3:48,1438850907,2004 SWINDON AV-CO,,-92.41009,38.93405,28203B,2,200,911 CHECKS,,50W,Thursday,3
2015140063,P40853,8/6/15 2:56,1438847786,HANOVER BLVD-CO/HIDDEN CREEK CT-CO,,-92.276,38.9717,29041A,9,200,SUSPICIOUS PERSON,,40E,Thursday,2
2015140056,P40852,8/6/15 2:51,1438847508,126 PROVIDENCE RD S-CO,,-92.33378,38.94991,28124R,2,200,SUSPICIOUS INCIDENT,,50E,Thursday,2
2015140057,P40851,8/6/15 2:49,1438847365,201 TEXAS AV E-CO,214,-92.33521,38.97044,28013Q,1,200,ASSAULT,2015-008673,10E,Thursday,2
2015140052,P40850,8/6/15 2:32,1438846340,1300 BUSINESS LOOP 70 W-CO,,-92.35708,38.96678,28023A,1,200,BURGLARY,2015-008672,10W,Thursday,2
2015140066,,8/6/15 2:24,1438845862,4241 BETHANY DR W-BC,,-92.3991,38.917916,28283B,2,200,911 CHECKS,,50W,Thursday,2
2015140055,P40849,8/6/15 2:21,1438845673,711 BUSINESS LOOP 70 E-CO,,-92.32797,38.96463,28014Q,1,200,BURGLARY,2015-008671,20E,Thursday,2
2015140069,,8/6/15 2:12,1438845132,1511 SYLVAN LN-CO,D,-92.30144,38.96788,29053A,2,200,WARRANT,,40W,Thursday,2
2015140042,P40847,8/6/15 1:55,1438844129,1008 HARDIN ST-CO,,-92.35079,38.96425,28112P,13,200,LAW ALARM,,20W,Thursday,1
2015140039,,8/6/15 1:48,1438843701,100 TENTH ST S-CO,,-92.326,38.95019,28124S,2,200,SUSPICIOUS INCIDENT,,70D,Thursday,1
2015140044,P40846,8/6/15 1:44,1438843475,2205 STADIUM BLVD N-CO,,-92.37108,38.97808,28031A,2,200,SUSPICIOUS VEHICLE,,10W,Thursday,1
2015140036,,8/6/15 1:42,1438843334,WAUGH ST-CO/BROADWAY E-CO,,-92.3237,38.9515,29073T,2,200,DISTURBANCE,,70,Thursday,1
2015140033,,8/6/15 1:27,1438842427,WALNUT ST E-CO/SEVENTH ST N-CO,,-92.3297,38.9526,28124R,1,200,TRAFFIC STOP,2015-008668,70D,Thursday,1
2015140034,P40845,8/6/15 1:23,1438842185,GRAYSON DR-CO/BARBERRY AV-CO,,-92.3843,38.9751,28044A,2,200,VANDALISM,,10W,Thursday,1
2015140032,,8/6/15 1:17,1438841845,COLLEGE AV S-CO/LOCUST ST-CO,,-92.3219,38.9494,29073S,10,200,TRAFFIC STOP,,70,Thursday,1
2015140029,,8/6/15 1:08,1438841329,STADIUM BLVD E-CO/COLLEGE AV S-CO,,-92.3231,38.9347,29191A,10,200,TRAFFIC STOP,,MUPD,Thursday,1
2015140030,P40844,8/6/15 1:07,1438841267,1900 I70 DR SOUTHWEST-CO,235,-92.36725,38.96622,28102A,5,200,TRESPASSING,2015-008667,10W,Thursday,1
2015140024,,8/6/15 0:47,1438840030,1025 BROADWAY E-CO,A,-92.32564,38.95167,28124S,2,200,CHECK OPEN BUSINESS,,70D,Thursday,0
2015140023,,8/6/15 0:40,1438839632,205 NIFONG BLVD E-CO,2,-92.33687,38.911,28253A,10,200,TRAFFIC STOP,,60W,Thursday,0
2015140020,,8/6/15 0:30,1438839033,1107 BROADWAY E-CO,A,-92.32505,38.95166,29073R,5,200,WARRANT,2015-008666,70D,Thursday,0
2015140015,,8/6/15 0:22,1438838559,1000 BROADWAY E-CO,,-92.32623,38.9513,28124S,2,200,DISTURBANCE,,70D,Thursday,0
2015140014,,8/6/15 0:22,1438838526,1107 BROADWAY E-CO,A,-92.32505,38.95166,29073R,2,200,CHECK OPEN BUSINESS,,70D,Thursday,0
2015140025,,8/6/15 0:16,1438838189,2004 SWINDON AV-CO,,-92.41009,38.93405,28203B,2,200,911 CHECKS,,50W,Thursday,0
2015140002,,8/6/15 0:03,1438837428,10 BLK MCBAINE AV-CO,,0,0,28123R,10,200,TRAFFIC STOP,,50E,Thursday,0
2015139991,,8/5/15 23:42,1438836146,BROADWAY E-CO/COLLEGE AV N-CO,,-92.3219,38.9514,29073R,10,200,TRAFFIC STOP,,70,Wednesday,23
2015139990,,8/5/15 23:42,1438836138,753 PEAR TREE CIR-CO,,-92.35261,38.90077,28354A,2,200,ACCIDENT,,60W,Wednesday,23
2015139989,P40841,8/5/15 23:33,1438835599,I70 DR SOUTHWEST-CO/STADIUM BLVD N-CO,,-92.3712,38.9667,28101A,2,200,PARKING VIOLATION,,10W,Wednesday,23
2015139983,P40840,8/5/15 23:20,1438834836,TENTH ST N-CO/WALNUT ST E-CO,,-92.3265,38.9526,28124Q,9,200,VANDALISM,,70D,Wednesday,23
